chrom,chromStart,chromEnd,MRT,OKSeq
chr1,57000,58000,0.798602819442749,-0.4403420552067273
chr1,58000,59000,0.7788123041391373,-0.2799097991668697
chr1,59000,60000,0.7532011568546295,-0.2258436210776488
chr1,60000,61000,0.756694108247757,-0.2753100587451832
chr1,61000,62000,0.7532011568546295,-0.3254951156535377
chr1,62000,63000,0.734574943780899,-0.3840012196287489
chr1,63000,64000,0.7171130776405334,-0.5153340957741456
chr1,64000,65000,0.6589058339595795,-0.4970204532694895
chr1,65000,66000,0.692666232585907,-0.2762133817486286
chr1,66000,67000,0.6589058339595795,-0.1544671400938884
chr1,67000,68000,0.6228177547454834,-0.2330970782868823
chr1,68000,69000,0.607683539390564,-0.2564991738736301
chr1,69000,70000,0.6030272245407104,-0.4469365924468344
chr1,70000,71000,0.5564612448215485,-0.008616781059648
chr1,71000,72000,0.5634461939334869,0.2477077061113059
chr1,72000,73000,0.5925493240356445,0.2724672414212236
chr1,73000,74000,0.6181604862213135,0.2883795233182064
chr1,74000,75000,0.640279620885849,0.3765070365708977
chr1,75000,76000,0.6100121736526489,0.265027801721018
chr1,76000,77000,0.6763677000999451,0.2295862599829182
chr1,77000,78000,0.6717114150524139,0.1907654164976039
chr1,78000,79000,0.728754311800003,0.4334092384759633
chr1,79000,80000,0.7601860910654068,0.4120774102394261
chr1,80000,81000,0.7892902046442032,0.3676741665733658
chr1,81000,82000,0.7881258875131607,0.4334817636748891
chr1,82000,83000,0.7997671365737915,0.3187719465631534
chr1,83000,84000,0.8265426009893417,0.2268846819477696
chr1,84000,85000,0.8800935298204422,0.350574343163748
chr1,85000,86000,0.842840164899826,0.4186465250399557
chr1,86000,87000,0.8102450370788574,0.2580129486449848
chr1,87000,88000,0.8719442635774612,0.1988752162363576
chr1,88000,89000,0.8696156293153763,0.0350721279780069
chr1,89000,90000,0.8754362538456917,0.0256896572336759
chr1,90000,91000,0.845168799161911,0.0928502075140458
chr1,91000,92000,0.8917347863316536,0.0213190840537079
chr1,92000,93000,0.908032350242138,0.0127695750046919
chr1,93000,94000,0.9185102507472038,-0.1543073587617275
chr1,94000,95000,0.9173459336161612,-0.156103729369752
chr1,95000,96000,0.9266585484147072,-0.1080349399929954
chr1,96000,97000,0.90570467710495,-0.258431773077816
chr1,97000,98000,0.9138529747724532,-0.3273378113216404
chr1,98000,99000,0.8789292126893997,-0.2636886490676439
chr1,99000,100000,0.9103609845042228,-0.2590161245587424
chr1,100000,101000,0.8882418274879456,-0.3334374968246295
chr1,101000,102000,0.8649593144655228,-0.4593461474978049
chr1,102000,103000,0.8998840525746346,-0.3866730510310992
chr1,103000,104000,0.8114083856344223,-0.2527476512270546
chr1,104000,105000,0.8556457310914993,-0.3666985422983732
chr1,105000,106000,0.8207219690084457,-0.3991654499285034
chr1,106000,107000,0.8463331162929535,-0.3932156924982343
chr1,107000,108000,0.8195576518774033,-0.5116688015284089
chr1,108000,109000,0.804423451423645,-0.457947491238448
chr1,109000,110000,0.8090807199478149,-0.5000393608688865
chr1,110000,111000,0.7846338897943497,-0.5596775051177018
chr1,111000,112000,0.745052844285965,-0.5393300940189418
chr1,112000,113000,0.7473805248737335,-0.3746717310607086
chr1,113000,114000,0.7590217739343643,-0.4892583268201135
chr1,114000,115000,0.710128128528595,-0.6917280185901814
chr1,115000,116000,0.6623978316783905,-0.6100660309522411
chr1,116000,117000,0.6612344682216644,-0.5412072008914997
chr1,117000,118000,0.6251454055309296,-0.5684252599064925
chr1,118000,119000,0.582072377204895,-0.6067978064903846
chr1,119000,120000,0.555296927690506,-0.572566531094297
chr1,120000,121000,0.5867286920547485,-0.5356010571780219
chr1,121000,122000,0.552968293428421,-0.5550427888961598
chr1,122000,123000,0.5366707146167755,-0.4241646996925062
chr1,123000,124000,0.5238651633262634,-0.4339914744710687
chr1,124000,125000,0.4703142046928406,-0.3365612787681705
chr1,125000,126000,0.4353904724121094,-0.1387381226807092
chr1,126000,127000,0.4994183182716369,-0.2155403609723833
chr1,127000,128000,0.4901047348976135,-0.3418113479529455
chr1,128000,129000,0.5192088484764099,-0.2281568918671855
chr1,129000,130000,0.48544842004776,-0.227891878345841
chr1,130000,131000,0.4516879916191101,-0.3379603295814334
chr1,131000,132000,0.465657889842987,-0.380148949561181
chr1,132000,133000,0.4167642593383789,-0.211746116786263
chr1,133000,134000,0.3853315114974975,-0.3800695783031885
chr1,134000,135000,0.4365547895431518,-0.2929259077247556
chr1,135000,136000,0.4458674192428589,-0.1709135063809138
chr1,136000,137000,0.2933648228645324,-0.1520813752636175
chr1,137000,138000,0.3329458832740783,-0.2283227592945864
chr1,138000,139000,0.3259609341621399,-0.3323619844411239
chr1,139000,140000,0.3410941958427429,-0.5088051293013075
chr1,140000,141000,,-0.5066459213531836
chr1,141000,142000,0.2328289747238159,-0.5720148183492088
chr1,142000,143000,0.272409975528717,-0.4410567860635644
chr1,143000,144000,0.2281726598739624,-0.5756762435939323
chr1,144000,145000,0.2398139238357544,-0.612941667254528
chr1,145000,146000,0.2165313959121704,-0.5884581074295034
chr1,146000,147000,0.1455186009407043,-0.6078874987054924
chr1,147000,148000,0.199068546295166,-0.49700339920007
chr1,148000,149000,0.1862629652023315,-0.030155796590688
chr1,149000,150000,0.2328289747238159,-0.0287950717554556
chr1,150000,151000,0.2386496067047119,-0.1503177506500558
chr1,151000,152000,0.2584400773048401,0.0471936911072112
chr1,152000,153000,0.1897559165954589,-0.066573149115655
chr1,153000,154000,0.1653090715408325,-0.3182452136638771
chr1,154000,155000,0.1804423332214355,-0.1848978828914418
chr1,155000,156000,0.102444589138031,-0.1703416158227016
chr1,156000,157000,0.172294020652771,-0.133684132475359
chr1,157000,158000,0.1257280707359314,-0.351529313778843
chr1,158000,159000,0.16414475440979,-0.2515352401013902
chr1,159000,160000,0.19324791431427,-0.0220280026524153
chr1,160000,161000,0.1245637536048889,0.5163003959640198
chr1,161000,162000,,
chr1,162000,163000,,
chr1,163000,164000,,
chr1,164000,165000,,
chr1,165000,166000,,
chr1,166000,167000,0.19324791431427,-0.2845815754944009
chr1,167000,168000,0.2095464468002319,-0.0715406683489525
chr1,168000,169000,0.2316646575927734,-0.2250575725487258
chr1,169000,170000,0.2351576089859008,-0.1158187196285186
chr1,170000,171000,0.2083821296691894,-0.2152713625793197
chr1,171000,172000,0.1408613324165344,-0.3005511102677543
chr1,172000,173000,0.1944122314453125,-0.0877928243314732
chr1,173000,174000,0.199068546295166,0.1641884584231966
chr1,174000,175000,0.2246797084808349,0.0265294273772118
chr1,175000,176000,0.2456345558166504,-0.1250502052334526
chr1,176000,177000,0.2013971805572509,0.4330171786274379
chr1,177000,178000,0.1664724349975586,0.618961377100642
chr1,178000,179000,0.2491275072097778,0.5568038014483144
chr1,179000,180000,0.2316646575927734,0.5578533694239945
chr1,180000,181000,0.2828869223594665,0.5925488628049099
chr1,181000,182000,0.274738609790802,0.4409302406963
chr1,182000,183000,0.289871871471405,0.5535441970685753
chr1,183000,184000,0.3306172490119934,0.4492030081855954
chr1,184000,185000,0.3003497719764709,0.6288253274053013
chr1,185000,186000,0.3701982498168945,0.585126252317593
chr1,186000,187000,0.3422585129737854,0.5940917028652785
chr1,187000,188000,0.3329458832740783,0.5463583407600235
chr1,188000,189000,0.4027943611145019,0.4143111636214927
chr1,189000,190000,0.4214205741882324,0.3749369809397633
chr1,190000,191000,0.4423754215240478,0.2858503407123042
chr1,191000,192000,0.5634461939334869,0.2887342052125259
chr1,192000,193000,0.5192088484764099,0.193884243050102
chr1,193000,194000,0.4610015749931335,0.360575422766062
chr1,194000,195000,0.5285214483737946,0.462185998126208
chr1,195000,196000,0.5366707146167755,0.4174660789296537
chr1,196000,197000,0.5739231407642365,0.4248779161891241
chr1,197000,198000,0.555296927690506,0.3271693215188206
chr1,198000,199000,0.5681025087833405,0.4117811492220591
chr1,199000,200000,,
chr1,200000,201000,,
chr1,201000,202000,,
chr1,202000,203000,0.6786963641643524,
chr1,203000,204000,0.6810249984264374,0.5120127493649658
chr1,204000,205000,,
chr1,205000,206000,,
chr1,206000,207000,0.7846338897943497,0.0243767816318463
chr1,207000,208000,,0.1268593540761831
chr1,208000,209000,,0.3567942691808664
chr1,209000,210000,,0.4706305227370842
chr1,210000,211000,,0.4723904286168191
chr1,211000,212000,,
chr1,212000,213000,,
chr1,213000,214000,,
chr1,214000,215000,,
chr1,215000,216000,,
chr1,216000,217000,,
chr1,217000,218000,,
chr1,218000,219000,,
chr1,219000,220000,,0.0648684217781205
chr1,220000,221000,,0.4105549996494644
chr1,221000,222000,,-0.2117956332206054
chr1,222000,223000,,0.0528476928296657
chr1,223000,224000,,0.1592116320816773
chr1,224000,225000,,-0.0961346426702357
chr1,225000,226000,,0.0302619415437658
chr1,226000,227000,,-0.1989091227865509
chr1,227000,228000,,-0.0710759114263496
chr1,228000,229000,,0.0267777467311773
chr1,229000,230000,,0.170177630815657
chr2,0,1000,,-0.0003377502136478
chr2,1000,2000,,-0.0754460779075976
chr2,2000,3000,,
chr2,3000,4000,,
chr2,4000,5000,,
chr2,5000,6000,0.7753203064203262,
chr2,6000,7000,0.7264266610145569,-0.4259072657545066
chr2,7000,8000,0.7578584253787994,0.1201193657133183
chr2,8000,9000,0.7660067230463028,0.2487457365049319
chr2,9000,10000,0.7764846235513687,0.1248386374991741
chr2,10000,11000,0.7811409384012222,0.1723689328736463
chr2,11000,12000,0.8079164028167725,0.0781655505112771
chr2,12000,13000,0.7799766212701797,0.1142809141662165
chr2,13000,14000,0.7881258875131607,0.0830650470063654
chr2,14000,15000,0.845168799161911,-0.0150888755051913
chr2,15000,16000,0.8125727027654648,0.0857065885609184
chr2,16000,17000,0.845168799161911,-0.0487295947648094
chr2,17000,18000,0.8637949973344803,-0.0863429079996393
chr2,18000,19000,0.845168799161911,-0.0822227033328486
chr2,19000,20000,0.8637949973344803,-0.2160690645987262
chr2,20000,21000,0.7974394708871841,-0.283464652005336
chr2,21000,22000,0.8579743802547455,-0.3569312497451179
chr2,22000,23000,0.8498251140117645,-0.1391030107884749
chr2,23000,24000,0.8183933347463608,-0.0743661250882935
chr2,24000,25000,0.8556457310914993,-0.1693611187705438
chr2,25000,26000,0.7974394708871841,-0.1977665289314961
chr2,26000,27000,0.8288712352514267,-0.1998628160212414
chr2,27000,28000,0.8440044820308685,-0.3577408727120813
chr2,28000,29000,0.80675208568573,-0.2664040412062716
chr2,29000,30000,0.7590217739343643,-0.3373992100963386
chr2,30000,31000,,-0.4517661312333506
chr2,31000,32000,,-0.5679097608664275
chr2,32000,33000,,-0.5676274345949464
chr2,33000,34000,,-0.4744830492259672
chr2,34000,35000,,-0.588106173077897
chr2,35000,36000,0.7171130776405334,-0.628421674573935
chr2,36000,37000,0.701978862285614,-0.4314514725296585
chr2,37000,38000,0.646100252866745,-0.4423339457930346
chr2,38000,39000,0.5739231407642365,-0.5594589795743125
chr2,39000,40000,0.555296927690506,-0.4944994777521393
chr2,40000,41000,0.6030272245407104,-0.3593523409528382
chr2,41000,42000,0.5983699560165405,-0.3330583329600112
chr2,42000,43000,0.601862907409668,-0.4728888414204525
chr2,43000,44000,0.5657738745212555,-0.3076239204288782
chr2,44000,45000,0.5483119785785675,-0.4503259667074484
chr2,45000,46000,0.5157158970832825,-0.3755983596830067
chr2,46000,47000,0.5180445313453674,-0.4861451929908563
chr2,47000,48000,0.473807156085968,-0.5283653419070091
chr2,48000,49000,0.4388824701309204,-0.4563794972030236
chr2,49000,50000,0.3760188817977905,-0.4479513934366652
chr2,50000,51000,0.392316460609436,-0.5744954434579668
chr2,51000,52000,0.3573927283287048,-0.6131814469603303
chr2,52000,53000,0.3119910359382629,-0.6272731494985485
chr2,53000,54000,0.3457514643669128,-0.6439842316604265
chr2,54000,55000,0.2852155566215515,-0.6542719131386446
chr2,55000,56000,0.2596043944358825,-0.5544485132893533
chr2,56000,57000,0.2188590764999389,-0.5584209855668583
chr2,57000,58000,0.2514551281929016,-0.5982528679065574
chr2,58000,59000,0.2037258148193359,-0.6397853979697594
chr2,59000,60000,0.2153670787811279,-0.6324741587381877
chr2,60000,61000,0.1897559165954589,-0.5332082717265222
chr2,61000,62000,0.1629804372787475,-0.5305925962457246
chr2,62000,63000,0.2118741273880005,-0.4920492820725973
chr2,63000,64000,0.1885915994644165,0.0656945525874115
chr2,64000,65000,0.1490105986595153,0.524777910175019
chr2,65000,66000,0.2339932918548584,0.3570931689257016
chr2,66000,67000,0.2305012941360473,0.5733153194295374
chr2,67000,68000,0.179278016090393,0.5821490391353935
chr2,68000,69000,0.2502908110618591,0.7499132656370054
chr2,69000,70000,0.2817235589027405,0.7132753849666018
chr2,70000,71000,0.2759019732475281,0.5866355021833385
chr2,71000,72000,0.2514551281929016,0.5077118265092417
chr2,72000,73000,0.3026774525642395,0.2897836392992088
chr2,73000,74000,0.2770662903785705,0.4821336178272551
chr2,74000,75000,0.3050060868263244,0.4887426214861723
chr2,75000,76000,0.3701982498168945,0.5387342263438218
chr2,76000,77000,0.3480791449546814,0.509346029913797
chr2,77000,78000,0.4167642593383789,0.4276850039150154
chr2,78000,79000,0.4086149930953979,0.5797595472801418
chr2,79000,80000,0.4272412061691284,0.6159289013401718
chr2,80000,81000,0.4551810026168823,0.5042637266606951
chr2,81000,82000,0.5040746331214905,0.4095445683096968
chr2,82000,83000,0.5285214483737946,0.4760787587571526
chr2,83000,84000,0.6204891204833984,0.5383548022491004
chr2,84000,85000,0.5646105110645294,0.4585555840688286
chr2,85000,86000,0.5587898790836334,0.3654178784913105
chr2,86000,87000,0.6263097524642944,0.4140175592152426
chr2,87000,88000,0.657741516828537,0.5192257971266296
chr2,88000,89000,0.6251454055309296,0.5686410380344765
chr2,89000,90000,0.634458988904953,0.5492460725347318
chr2,90000,91000,0.669382780790329,0.520112618948147
chr2,91000,92000,0.7031431794166565,0.5223478363965545
chr2,92000,93000,0.7054718136787415,0.4694972259630462
chr2,93000,94000,0.7275899946689606,0.4935510198878877
chr2,94000,95000,0.7380678951740265,0.5436729193174682
chr2,95000,96000,0.7194417119026184,0.5978771553530714
chr2,96000,97000,0.7578584253787994,0.5844000671521918
chr2,97000,98000,0.7834695726633072,0.5978297429960842
chr2,98000,99000,0.7578584253787994,0.6160534098487602
chr2,99000,100000,0.8323632329702377,0.6904367695441184
chr2,100000,101000,0.80675208568573,0.5763945117091595
chr2,101000,102000,0.8183933347463608,0.459229383673846
chr2,102000,103000,0.8661236464977264,0.4988837978302307
chr2,103000,104000,0.8614673316478729,0.5152754305796504
chr2,104000,105000,0.895226776599884,0.3794742735463743
chr2,105000,106000,0.8928991034626961,0.4475476978317139
chr2,106000,107000,0.9278228655457496,0.4762164599789774
chr2,107000,108000,0.9231665581464767,0.5547022787878337
chr2,108000,109000,0.9138529747724532,0.4976915782308344
chr2,109000,110000,0.9371364489197732,0.547706311718654
chr2,110000,111000,0.9243308827280998,0.6445795014207367
chr2,111000,112000,0.9639119170606136,0.617419344042957
chr2,112000,113000,0.9545983336865902,0.5077973182945195
chr2,113000,114000,0.9173459336161612,0.5219976736545916
chr2,114000,115000,0.9126896262168884,0.6094099339552711
chr2,115000,116000,0.947613388299942,0.313259945460863
chr2,116000,117000,0.947613388299942,0.3469510300586884
chr2,117000,118000,0.9150172993540764,0.3713874376135622
chr2,118000,119000,0.9359721317887306,0.2275818131391857
chr2,119000,120000,0.9220022410154344,0.3881849813408315
chr2,120000,121000,0.9487777054309844,0.3322575214324687
chr2,121000,122000,0.8835855200886726,0.2553740002308753
chr2,122000,123000,0.967403907328844,0.1524076458255061
chr2,123000,124000,0.9511063434183598,0.443196518545046
chr2,124000,125000,0.9231665581464767,0.2343458659079888
chr2,125000,126000,0.958091288805008,0.1437748695290688
chr2,126000,127000,0.9406284429132938,-0.0289254347266957
chr2,127000,128000,0.90570467710495,-0.0352910385340108
chr2,128000,129000,0.9324801415205002,-0.1818851348350592
chr2,129000,130000,0.9068689942359924,-0.1772290633944846
chr2,130000,131000,0.9103609845042228,-0.0755643905136402
chr2,131000,132000,0.9278228655457496,-0.2339341311995066
chr2,132000,133000,0.9150172993540764,-0.2631504481861238
chr2,133000,134000,0.8824212029576302,-0.3256014374156057
chr2,134000,135000,0.847497433423996,-0.4131299165533677
chr2,135000,136000,0.8766005784273148,-0.30396242833783
chr2,136000,137000,0.803260087966919,-0.5072735098512947
chr2,137000,138000,0.8242139667272568,-0.5458260188922424
chr2,138000,139000,0.850989431142807,-0.476058149143765
chr2,139000,140000,0.8218862861394882,-0.4814536378796494
chr2,140000,141000,0.756694108247757,-0.3949365036537428
chr2,141000,142000,0.8300345987081528,-0.3932125080748888
chr2,142000,143000,0.7601860910654068,-0.5567583135910976
chr2,143000,144000,0.6880099475383759,-0.4719821058054873
chr2,144000,145000,0.7066361308097839,-0.3499341727306099
chr2,145000,146000,0.7252623438835144,-0.2566311807915716
chr2,146000,147000,0.7962751537561417,-0.1332856031299927
chr2,147000,148000,0.7962751537561417,-0.2315926118223262
chr2,148000,149000,0.8125727027654648,-0.3045156061288261
chr2,149000,150000,0.8090807199478149,-0.3029438651823941
chr2,150000,151000,0.842840164899826,-0.3956636686467941
chr2,151000,152000,0.8463331162929535,-0.3350628059823468
chr2,152000,153000,0.8812578544020653,-0.3897551601996716
chr2,153000,154000,0.8614673316478729,-0.4340591032113602
chr2,154000,155000,0.8556457310914993,-0.4334607950846354
chr2,155000,156000,0.8277069181203842,-0.2702507728094505
chr2,156000,157000,0.8637949973344803,-0.2539912966456374
chr2,157000,158000,0.8125727027654648,-0.4100157206553688
chr2,158000,159000,0.8160656690597534,-0.4704386773825393
chr2,159000,160000,0.7671710401773453,-0.6304440297199092
chr2,160000,161000,0.7683353573083878,-0.5625407146117349
chr2,161000,162000,0.7718273550271988,-0.6250691961764936
chr2,162000,163000,0.7706640064716339,-0.6492396688420303
chr2,163000,164000,0.7136210799217224,-0.6036214506869113
chr2,164000,165000,0.6670551002025604,-0.516812375113607
chr2,165000,166000,0.6507565677165985,-0.5561762833542281
chr2,166000,167000,0.6088478565216064,-0.6973121285116429
chr2,167000,168000,0.632130354642868,-0.6217109840101437
chr2,168000,169000,0.6251454055309296,-0.4698190774413823
chr2,169000,170000,0.651920884847641,-0.3750917837014603
chr2,170000,171000,0.5867286920547485,-0.389238296993195
chr2,171000,172000,0.5657738745212555,-0.2382971431474825
chr2,172000,173000,0.6507565677165985,-0.3631394434523579
chr2,173000,174000,0.5715954601764679,-0.3873038511200232
chr2,174000,175000,0.5424913465976715,-0.3745808557676212
chr2,175000,176000,0.6169971227645874,-0.4856850765700639
chr2,176000,177000,0.5646105110645294,-0.4571089657699457
chr2,177000,178000,0.5739231407642365,-0.4536967715701541
chr2,178000,179000,0.599534273147583,-0.4550150233345271
chr2,179000,180000,0.5681025087833405,-0.5360475245911283
chr2,180000,181000,0.5483119785785675,-0.4956470106477514
chr2,181000,182000,0.5157158970832825,-0.4848366942788742
chr2,182000,183000,0.483119785785675,-0.4626982940806595
chr2,183000,184000,0.4505236744880676,-0.5510609401377379
chr2,184000,185000,0.4365547895431518,-0.4970262957489661
chr2,185000,186000,0.4167642593383789,-0.4776472262342184
chr2,186000,187000,0.4132713079452514,-0.5421782863108131
chr2,187000,188000,0.3189759850502014,-0.5305309516510137
chr2,188000,189000,0.3410941958427429,-0.5941320564602378
chr2,189000,190000,0.4074506759643554,-0.6525333259679094
chr2,190000,191000,0.3015140891075134,-0.663454311304999
chr2,191000,192000,0.260768711566925,-0.5511705573306911
chr2,192000,193000,0.2433068752288818,-0.5304037559059732
chr2,193000,194000,0.2107107639312744,-0.5368798286053587
chr2,194000,195000,0.2526195049285888,-0.4378996214046894
chr2,195000,196000,0.1944122314453125,-0.5650506647309942
chr2,196000,197000,0.187427282333374,-0.5532106477668487
chr2,197000,198000,0.2712456583976745,-0.3370600903997663
chr2,198000,199000,0.1909202337265014,0.0737581161115132
chr2,199000,200000,0.19324791431427,0.4769556836917797
chr2,200000,201000,0.2107107639312744,0.352688838477708
chr2,201000,202000,0.2200233936309814,0.2669924066666745
chr2,202000,203000,0.2444702386856079,0.3518736842311656
chr2,203000,204000,0.2549481391906738,0.5258174333109348
chr2,204000,205000,0.2491275072097778,0.4252261175978697
chr2,205000,206000,0.268917977809906,0.3553241168134592
chr2,206000,207000,0.268917977809906,0.4183528553526846
chr2,207000,208000,0.278230607509613,0.2921081436833836
chr2,208000,209000,0.3457514643669128,0.2777781073790095
chr2,209000,210000,0.4051220417022705,0.3976835546558326
chr2,210000,211000,0.3643776178359985,0.3472667402102623
chr2,211000,212000,0.4155999422073364,0.2981573739064824
chr2,212000,213000,0.4202562570571899,0.2959116535226665
chr2,213000,214000,0.4388824701309204,0.2859170665568623
chr2,214000,215000,0.4866127371788025,0.1391636179083168
chr2,215000,216000,0.4807921051979065,-0.0168341280879773
chr2,216000,217000,0.4481960535049438,-0.1583352523273774
chr2,217000,218000,0.5192088484764099,-0.3022362226518351
chr2,218000,219000,0.4551810026168823,-0.4126757829126714
chr2,219000,220000,0.4621659517288208,-0.2900859610584858
chr2,220000,221000,0.4377181529998779,-0.3942151363694615
chr2,221000,222000,,-0.2924850257022289
chr2,222000,223000,,-0.6109845998615131
chr2,223000,224000,,
chr2,224000,225000,,
chr2,225000,226000,,-0.4599011027186231
chr2,226000,227000,,-0.4453410882132202
chr2,227000,228000,0.295692503452301,-0.4831599833108507
chr2,228000,229000,0.2514551281929016,-0.6296478750335933
chr2,229000,230000,0.286379873752594,-0.649605767909679
chr2,230000,231000,0.2759019732475281,-0.5783153447027757
chr2,231000,232000,0.2363219261169433,-0.6715514119466146
chr2,232000,233000,0.2083821296691894,-0.6396366278176617
chr2,233000,234000,0.1327130198478698,-0.6676964243739407
chr2,234000,235000,0.1455186009407043,-0.621260995954208
chr2,235000,236000,0.1478462815284729,-0.6824865915552093
chr2,236000,237000,0.1245637536048889,-0.6595459524827978
chr2,237000,238000,0.2107107639312744,-0.3517162767113299
chr2,238000,239000,0.1827709674835205,0.1756568162139674
chr2,239000,240000,0.1920835971832275,0.3980804297368126
chr2,240000,241000,0.2107107639312744,0.4823785213578095
chr2,241000,242000,0.155995488166809,0.4229718500367097
chr2,242000,243000,0.2002328634262085,0.3080375441047635
chr2,243000,244000,0.1315487027168274,0.358900790352138
chr2,244000,245000,0.1944122314453125,0.227684754412905
chr2,245000,246000,0.178114652633667,-0.1589158421409568
chr2,246000,247000,0.1979051828384399,-0.2657800603190303
chr2,247000,248000,0.199068546295166,-0.4767529840364078
chr2,248000,249000,0.2118741273880005,-0.5026795804507778
chr2,249000,250000,0.096623957157135,-0.4474540074895617
chr2,250000,251000,0.1431899666786193,-0.4141695982268115
chr2,251000,252000,0.1164144873619079,-0.4977231649074804
chr2,252000,253000,0.1303843855857849,-0.6146539421395325
chr2,253000,254000,0.1268923878669738,-0.5832205367171583
chr2,254000,255000,0.1385336518287658,-0.3675055692968612
chr2,255000,256000,0.1746217012405395,0.1900955657045284
chr2,256000,257000,0.1746217012405395,0.5750453197765745
chr2,257000,258000,0.1490105986595153,0.6005003079780835
chr2,258000,259000,0.2025614976882934,0.6540067649918515
chr2,259000,260000,,
chr2,260000,261000,,
chr2,261000,262000,,
chr2,262000,263000,,
chr2,263000,264000,,
chr2,264000,265000,,
chr2,265000,266000,,-0.9570673026451132
chr2,266000,267000,0.2316646575927734,0.4050903535427007
chr2,267000,268000,0.2083821296691894,0.6726149212335885
chr2,268000,269000,0.155995488166809,0.6405131289449766
chr2,269000,270000,0.2281726598739624,0.4919212779694856
chr2,270000,271000,0.2281726598739624,0.4963855850484157
chr2,271000,272000,0.2153670787811279,0.5160005820068777
chr2,272000,273000,0.2456345558166504,0.5012735214391165
chr2,273000,274000,0.2759019732475281,0.4567189258384822
chr2,274000,275000,0.2479631900787353,0.5228865415085916
chr2,275000,276000,0.3527364134788513,0.5502334029168687
chr2,276000,277000,0.4155999422073364,0.529594870617825
chr2,277000,278000,0.3445871472358703,0.3978422850058244
chr2,278000,279000,0.4237492084503174,0.4655868929502287
chr2,279000,280000,0.3958094120025635,0.5499190975145664
chr2,280000,281000,0.4202562570571899,0.491954516460267
chr2,281000,282000,0.4388824701309204,0.5317489292104471
chr2,282000,283000,0.516880214214325,0.6102173038672114
chr2,283000,284000,0.4994183182716369,0.5986090807577847
chr2,284000,285000,0.5285214483737946,0.5543539027519733
chr2,285000,286000,0.547147661447525,0.5879827048018071
chr2,286000,287000,0.5925493240356445,0.5414852981079522
chr2,287000,288000,0.5424913465976715,0.4519190635058883
